Diâmetro (nm),Tempo (s)
312.41,358.4320
312.35,358.4640
312.37,358.4960
312.40,358.5280
312.34,358.5600
312.37,358.5920
312.31,358.6240
312.34,358.6560
312.37,358.6880
312.39,358.7200
312.42,358.7520
312.45,358.7840
312.39,358.8160
312.42,358.8480
312.45,358.8800
312.39,358.9120
312.41,358.9440
312.44,358.9760
312.47,359.0080
312.50,359.0400
312.52,359.0720
312.47,359.1040
312.49,359.1360
312.43,359.1680
312.46,359.2000
312.49,359.2320
312.43,359.2640
312.46,359.2960
312.40,359.3280
312.43,359.3600
312.37,359.3920
312.39,359.4240
312.42,359.4560
312.45,359.4880
312.39,359.5200
312.42,359.5520
312.45,359.5840
312.39,359.6160
312.41,359.6480
312.44,359.6800
312.47,359.7120
312.41,359.7440
312.44,359.7760
312.47,359.8080
312.49,359.8400
312.43,359.8720
312.46,359.9040
312.40,359.9360
312.43,359.9680
312.37,360.0000
312.40,360.0320
312.43,360.0640
312.37,360.0960
312.39,360.1280
312.33,360.1600
312.36,360.1920
312.30,360.2240
312.33,360.2560
312.36,360.2880
312.39,360.3200
312.41,360.3520
312.35,360.3840
312.38,360.4160
312.41,360.4480
312.35,360.4800
312.38,360.5120
312.32,360.5440
312.35,360.5760
312.37,360.6080
312.40,360.6400
312.43,360.6720
312.46,360.7040
312.40,360.7360
312.43,360.7680
312.37,360.8000
312.39,360.8320
312.33,360.8640
312.36,360.8960
312.39,360.9280
312.42,360.9600
312.36,360.9920
312.39,361.0240
312.41,361.0560
312.35,361.0880
312.38,361.1200
312.32,361.1520
312.35,361.1840
312.38,361.2160
312.32,361.2480
312.35,361.2800
312.37,361.3120
312.31,361.3440
312.34,361.3760
312.37,361.4080
312.40,361.4400
312.34,361.4720
312.37,361.5040
312.39,361.5360
312.42,361.5680
312.36,361.6000
312.39,361.6320
312.42,361.6640
312.45,361.6960
312.47,361.7280
312.50,361.7600
312.44,361.7920
312.47,361.8240
312.41,361.8560
312.44,361.8880
312.38,361.9200
312.41,361.9520
312.43,361.9840
312.46,362.0160
312.40,362.0480
312.43,362.0800
312.37,362.1120
312.31,362.1440
312.34,362.1760
312.37,362.2080
312.39,362.2400
312.33,362.2720
312.36,362.3040
312.39,362.3360
312.33,362.3680
312.36,362.4000
312.39,362.4320
312.41,362.4640
312.35,362.4960
312.38,362.5280
312.32,362.5600
312.35,362.5920
312.38,362.6240
312.32,362.6560
312.35,362.6880
312.29,362.7200
312.32,362.7520
312.34,362.7840
312.28,362.8160
312.31,362.8480
312.25,362.8800
312.28,362.9120
312.31,362.9440
312.25,362.9760
312.28,363.0080
312.30,363.0400
312.24,363.0720
312.27,363.1040
312.30,363.1360
312.33,363.1680
312.35,363.2000
312.30,363.2320
312.32,363.2640
312.35,363.2960
312.29,363.3280
312.23,363.3600
312.26,363.3920
312.29,363.4240
312.23,363.4560
312.26,363.4880
312.28,363.5200
312.23,363.5520
312.25,363.5840
312.28,363.6160
312.31,363.6480
312.33,363.6800
312.28,363.7120
312.30,363.7440
312.33,363.7760
312.27,363.8080
312.30,363.8400
312.33,363.8720
312.27,363.9040
312.21,363.9360
312.24,363.9680
312.26,364.0000
312.21,364.0320
312.23,364.0640
312.17,364.0960
312.20,364.1280
312.23,364.1600
312.26,364.1920
312.28,364.2240
312.23,364.2560
312.25,364.2880
312.19,364.3200
312.22,364.3520
312.25,364.3840
312.28,364.4160
312.22,364.4480
312.25,364.4800
312.19,364.5120
312.21,364.5440
312.24,364.5760
312.27,364.6080
312.21,364.6400
312.24,364.6720
312.26,364.7040
312.21,364.7360
312.15,364.7680
312.17,364.8000
312.20,364.8320
312.23,364.8640
312.17,364.8960
312.20,364.9280
312.23,364.9600
312.17,364.9920
312.19,365.0240
312.22,365.0560
312.16,365.0880
312.19,365.1200
312.22,365.1520
312.16,365.1840
312.19,365.2160
312.13,365.2480
312.16,365.2800
312.10,365.3120
312.12,365.3440
312.15,365.3760
312.09,365.4080
312.12,365.4400
312.06,365.4720
312.09,365.5040
312.12,365.5360
312.14,365.5680
312.09,365.6000
312.11,365.6320
312.14,365.6640
312.17,365.6960
312.19,365.7280
312.22,365.7600
312.16,365.7920
312.11,365.8240
312.13,365.8560
312.16,365.8880
312.10,365.9200
312.13,365.9520
312.16,365.9840
312.18,366.0160
312.13,366.0480
312.15,366.0800
312.18,366.1120
312.21,366.1440
312.15,366.1760
312.18,366.2080
312.12,366.2400
312.14,366.2720
312.09,366.3040
312.11,366.3360
312.14,366.3680
312.08,366.4000
312.11,366.4320
312.14,366.4640
312.08,366.4960
312.11,366.5280
312.13,366.5600
312.07,366.5920
312.10,366.6240
312.13,366.6560
312.16,366.6880
312.10,366.7200
312.13,366.7520
312.15,366.7840
312.18,366.8160
312.12,366.8480
312.15,366.8800
312.18,366.9120
312.20,366.9440
312.23,366.9760
312.26,367.0080
312.29,367.0400
312.23,367.0720
312.25,367.1040
312.20,367.1360
312.22,367.1680
312.16,367.2000
312.19,367.2320
312.13,367.2640
312.16,367.2960
312.10,367.3280
312.13,367.3600
312.16,367.3920
312.18,367.4240
312.13,367.4560
312.15,367.4880
312.10,367.5200
312.12,367.5520
312.06,367.5840
312.09,367.6160
312.12,367.6480
312.15,367.6800
312.09,367.7120
312.11,367.7440
312.06,367.7760
312.08,367.8080
312.11,367.8400
312.14,367.8720
312.17,367.9040
312.11,367.9360
312.13,367.9680
312.16,368.0000
312.19,368.0320
312.13,368.0640
312.16,368.0960
312.10,368.1280
312.13,368.1600
312.15,368.1920
312.10,368.2240
312.12,368.2560
312.15,368.2880
312.18,368.3200
312.12,368.3520
312.15,368.3840
312.17,368.4160
312.20,368.4480
312.14,368.4800
312.17,368.5120
312.20,368.5440
312.22,368.5760
312.17,368.6080
312.19,368.6400
312.22,368.6720
312.25,368.7040
312.27,368.7360
312.22,368.7680
312.24,368.8000
312.19,368.8320
312.21,368.8640
312.24,368.8960
312.18,368.9280
312.21,368.9600
312.15,368.9920
312.18,369.0240
312.20,369.0560
312.15,369.0880
312.17,369.1200
312.20,369.1520
312.14,369.1840
312.17,369.2160
312.11,369.2480
312.14,369.2800
312.17,369.3120
312.19,369.3440
312.14,369.3760
312.16,369.4080
312.19,369.4400
312.13,369.4720
312.16,369.5040
312.10,369.5360
312.13,369.5680
312.15,369.6000
312.10,369.6320
312.12,369.6640
312.15,369.6960
312.18,369.7280
312.20,369.7600
312.15,369.7920
312.17,369.8240
312.20,369.8560
312.23,369.8880
312.17,369.9200
312.20,369.9520
312.14,369.9840
312.17,370.0160
312.19,370.0480
312.14,370.0800
312.16,370.1120
312.19,370.1440
312.13,370.1760
312.16,370.2080
312.19,370.2400
312.21,370.2720
312.24,370.3040
312.18,370.3360
312.21,370.3680
312.15,370.4000
312.18,370.4320
312.21,370.4640
312.15,370.4960
312.17,370.5280
312.20,370.5600
312.14,370.5920
312.17,370.6240
312.20,370.6560
312.14,370.6880
312.17,370.7200
312.19,370.7520
312.22,370.7840
312.16,370.8160
312.19,370.8480
312.22,370.8800
312.24,370.9120
312.19,370.9440
312.21,370.9760
312.16,371.0080
312.18,371.0400
312.21,371.0720
312.15,371.1040
312.18,371.1360
312.21,371.1680
312.23,371.2000
312.18,371.2320
312.12,371.2640
312.14,371.2960
312.17,371.3280
312.20,371.3600
312.23,371.3920
312.17,371.4240
312.19,371.4560
312.22,371.4880
312.16,371.5200
312.19,371.5520
312.22,371.5840
312.16,371.6160
312.19,371.6480
312.21,371.6800
312.16,371.7120
312.18,371.7440
312.21,371.7760
312.15,371.8080
312.18,371.8400
312.21,371.8720
312.15,371.9040
312.18,371.9360
312.20,371.9680
312.14,372.0000
312.09,372.0320
312.11,372.0640
312.14,372.0960
312.17,372.1280
312.19,372.1600
312.14,372.1920
312.16,372.2240
312.19,372.2560
312.22,372.2880
312.16,372.3200
312.19,372.3520
312.21,372.3840
312.24,372.4160
312.18,372.4480
312.21,372.4800
312.15,372.5120
312.18,372.5440
312.21,372.5760
312.15,372.6080
312.18,372.6400
312.12,372.6720
312.15,372.7040
312.09,372.7360
312.11,372.7680
312.06,372.8000
312.08,372.8320
312.03,372.8640
312.05,372.8960
312.00,372.9280
312.02,372.9600
311.97,372.9920
311.99,373.0240
312.02,373.0560
311.96,373.0880
311.99,373.1200
312.02,373.1520
311.96,373.1840
311.99,373.2160
311.93,373.2480
311.87,373.2800
311.90,373.3120
311.84,373.3440
311.87,373.3760
311.89,373.4080
311.84,373.4400
311.86,373.4720
311.81,373.5040
311.83,373.5360
311.86,373.5680
311.80,373.6000
311.83,373.6320
311.77,373.6640
311.80,373.6960
311.83,373.7280
311.77,373.7600
311.80,373.7920
311.82,373.8240
311.85,373.8560
311.79,373.8880
311.82,373.9200
311.76,373.9520
311.79,373.9840
311.82,374.0160
311.76,374.0480
311.70,374.0800
311.73,374.1120
311.75,374.1440
311.70,374.1760
311.72,374.2080
311.67,374.2400
311.69,374.2720
311.72,374.3040
311.66,374.3360
311.69,374.3680
311.63,374.4000
311.66,374.4320
311.69,374.4640
311.71,374.4960
311.66,374.5280
311.68,374.5600
311.63,374.5920
311.65,374.6240
311.68,374.6560
311.71,374.6880
311.65,374.7200
311.68,374.7520
311.62,374.7840
311.65,374.8160
311.67,374.8480
311.62,374.8800
311.64,374.9120
311.59,374.9440
311.61,374.9760
311.56,375.0080
311.58,375.0400
311.61,375.0720
311.55,375.1040
311.58,375.1360
311.60,375.1680
311.63,375.2000
311.66,375.2320
311.60,375.2640
311.63,375.2960
311.65,375.3280
311.68,375.3600
311.71,375.3920
311.65,375.4240
311.68,375.4560
311.70,375.4880
311.73,375.5200
311.67,375.5520
311.70,375.5840
311.64,375.6160
311.67,375.6480
311.61,375.6800
311.64,375.7120
311.58,375.7440
311.61,375.7760
311.64,375.8080
311.66,375.8400
311.69,375.8720
311.72,375.9040
311.66,375.9360
311.69,375.9680
311.63,376.0000
311.66,376.0320
311.68,376.0640
311.71,376.0960
311.74,376.1280
311.68,376.1600
311.71,376.1920
311.73,376.2240
311.67,376.2560
311.70,376.2880
311.73,376.3200
311.67,376.3520
311.70,376.3840
311.72,376.4160
311.67,376.4480
311.69,376.4800
311.72,376.5120
311.75,376.5440
311.69,376.5760
311.72,376.6080
311.66,376.6400
311.69,376.6720
311.63,376.7040
311.66,376.7360
311.60,376.7680
311.63,376.8000
311.57,376.8320
311.60,376.8640
311.62,376.8960
311.65,376.9280
311.68,376.9600
311.70,376.9920
311.65,377.0240
311.67,377.0560
311.70,377.0880
311.64,377.1200
311.67,377.1520
311.70,377.1840
311.64,377.2160
311.58,377.2480
311.61,377.2800
311.64,377.3120
311.66,377.3440
311.69,377.3760
311.63,377.4080
311.66,377.4400
311.68,377.4720
311.71,377.5040
311.74,377.5360
311.76,377.5680
311.71,377.6000
311.73,377.6320
311.76,377.6640
311.70,377.6960
311.73,377.7280
311.76,377.7600
311.78,377.7920
311.81,377.8240
311.75,377.8560
311.78,377.8880
311.72,377.9200
311.75,377.9520
311.78,377.9840
311.72,378.0160
311.75,378.0480
311.77,378.0800
311.80,378.1120
311.74,378.1440
311.77,378.1760
311.71,378.2080
311.74,378.2400
311.77,378.2720
311.79,378.3040
311.74,378.3360
311.76,378.3680
311.79,378.4000
311.81,378.4320
311.84,378.4640
311.87,378.4960
311.81,378.5280
311.84,378.5600
311.86,378.5920
311.81,378.6240
311.83,378.6560
311.78,378.6880
311.80,378.7200
311.83,378.7520
311.86,378.7840
311.88,378.8160
311.83,378.8480
311.85,378.8800
311.88,378.9120
311.82,378.9440
311.85,378.9760
311.88,379.0080
311.90,379.0400
311.85,379.0720
311.87,379.1040
311.90,379.1360
311.92,379.1680
311.87,379.2000
311.89,379.2320
311.92,379.2640
311.95,379.2960
311.89,379.3280
311.92,379.3600
311.94,379.3920
311.97,379.4240
311.91,379.4560
311.94,379.4880
311.88,379.5200
311.91,379.5520
311.85,379.5840
311.88,379.6160
311.82,379.6480
311.85,379.6800
311.88,379.7120
311.90,379.7440
311.85,379.7760
311.87,379.8080
311.90,379.8400
311.93,379.8720
311.87,379.9040
311.90,379.9360
311.92,379.9680
311.95,380.0000
311.97,380.0320
311.92,380.0640
311.94,380.0960
311.97,380.1280
312.00,380.1600
312.02,380.1920
311.97,380.2240
311.91,380.2560
311.94,380.2880
311.96,380.3200
311.91,380.3520
311.85,380.3840
311.88,380.4160
311.90,380.4480
311.85,380.4800
311.87,380.5120
311.90,380.5440
311.93,380.5760
311.95,380.6080
311.98,380.6400
312.00,380.6720
311.95,380.7040
311.98,380.7360
312.00,380.7680
312.03,380.8000
311.97,380.8320
312.00,380.8640
311.94,380.8960
311.97,380.9280
311.99,380.9600
311.94,380.9920
311.96,381.0240
311.91,381.0560
311.93,381.0880
311.96,381.1200
311.99,381.1520
311.93,381.1840
311.96,381.2160
311.98,381.2480
311.93,381.2800
311.95,381.3120
311.98,381.3440
311.92,381.3760
311.95,381.4080
311.89,381.4400
311.92,381.4720
311.95,381.5040
311.97,381.5360
312.00,381.5680
312.02,381.6000
311.97,381.6320
311.99,381.6640
311.94,381.6960
311.96,381.7280
311.99,381.7600
312.02,381.7920
311.96,381.8240
311.99,381.8560
311.93,381.8880
311.96,381.9200
311.90,381.9520
311.93,381.9840
311.95,382.0160
311.98,382.0480
312.01,382.0800
312.03,382.1120
311.98,382.1440
312.00,382.1760
312.03,382.2080
311.97,382.2400
312.00,382.2720
312.03,382.3040
311.97,382.3360
312.00,382.3680
311.94,382.4000
311.97,382.4320
311.91,382.4640
311.94,382.4960
311.88,382.5280
311.91,382.5600
311.93,382.5920
311.88,382.6240
311.90,382.6560
311.85,382.6880
311.87,382.7200
311.90,382.7520
311.84,382.7840
311.87,382.8160
311.81,382.8480
311.84,382.8800
311.87,382.9120
311.81,382.9440
311.84,382.9760
311.78,383.0080
311.81,383.0400
311.75,383.0720
311.78,383.1040
311.80,383.1360
311.75,383.1680
311.77,383.2000
311.80,383.2320
311.74,383.2640
311.77,383.2960
311.71,383.3280
311.74,383.3600
311.77,383.3920
311.79,383.4240
311.82,383.4560
311.76,383.4880
311.79,383.5200
311.73,383.5520
311.76,383.5840
311.79,383.6160
311.73,383.6480
311.76,383.6800
311.70,383.7120
311.73,383.7440
311.67,383.7760
311.70,383.8080
311.72,383.8400
311.75,383.8720
311.77,383.9040
311.80,383.9360
311.75,383.9680
311.77,384.0000
311.80,384.0320
311.74,384.0640
311.77,384.0960
311.71,384.1280
311.74,384.1600
311.76,384.1920
311.79,384.2240
311.82,384.2560
311.76,384.2880
311.79,384.3200
311.81,384.3520
311.84,384.3840
311.86,384.4160
311.89,384.4480
311.92,384.4800
311.86,384.5120
311.89,384.5440
311.83,384.5760
311.86,384.6080
311.88,384.6400
311.83,384.6720
311.85,384.7040
311.80,384.7360
311.82,384.7680
311.85,384.8000
311.88,384.8320
311.82,384.8640
311.77,384.8960
311.79,384.9280
311.82,384.9600
311.84,384.9920
311.79,385.0240
311.81,385.0560
311.84,385.0880
311.87,385.1200
311.81,385.1520
311.84,385.1840
311.86,385.2160
311.81,385.2480
311.83,385.2800
311.86,385.3120
311.80,385.3440
311.83,385.3760
311.85,385.4080
311.88,385.4400
311.83,385.4720
311.85,385.5040
311.88,385.5360
311.90,385.5680
311.85,385.6000
311.87,385.6320
311.90,385.6640
311.84,385.6960
311.87,385.7280
311.90,385.7600
311.92,385.7920
311.87,385.8240
311.89,385.8560
311.92,385.8880
311.86,385.9200
311.89,385.9520
311.91,385.9840
311.86,386.0160
311.89,386.0480
311.91,386.0800
311.86,386.1120
311.88,386.1440
311.91,386.1760
311.85,386.2080
311.88,386.2400
311.90,386.2720
311.93,386.3040
311.87,386.3360
311.90,386.3680
311.93,386.4000
311.87,386.4320
311.90,386.4640
311.84,386.4960
311.87,386.5280
311.89,386.5600
311.84,386.5920
311.86,386.6240
311.89,386.6560
311.83,386.6880
311.86,386.7200
311.89,386.7520
311.83,386.7840
311.86,386.8160
311.88,386.8480
311.83,386.8800
311.85,386.9120
311.88,386.9440
311.82,386.9760
311.85,387.0080
311.88,387.0400
311.90,387.0720
311.85,387.1040
311.87,387.1360
311.82,387.1680
311.84,387.2000
311.87,387.2320
311.81,387.2640
311.84,387.2960
311.86,387.3280
311.89,387.3600
311.84,387.3920
311.86,387.4240
311.81,387.4560
311.83,387.4880
311.78,387.5200
311.80,387.5520
311.83,387.5840
311.85,387.6160
311.80,387.6480
311.82,387.6800
311.77,387.7120
311.80,387.7440
311.74,387.7760
311.77,387.8080
311.79,387.8400
311.74,387.8720
311.76,387.9040
311.79,387.9360
311.73,387.9680
311.76,388.0000
311.79,388.0320
311.73,388.0640
311.76,388.0960
311.78,388.1280
311.73,388.1600
311.75,388.1920
311.78,388.2240
311.72,388.2560
311.75,388.2880
311.77,388.3200
311.72,388.3520
311.75,388.3840
311.77,388.4160
311.72,388.4480
311.66,388.4800
311.69,388.5120
311.71,388.5440
311.66,388.5760
311.68,388.6080
311.71,388.6400
311.73,388.6720
311.68,388.7040
311.71,388.7360
311.73,388.7680
311.76,388.8000
311.70,388.8320
311.73,388.8640
311.75,388.8960
311.70,388.9280
311.72,388.9600
311.67,388.9920
311.70,389.0240
311.72,389.0560
311.75,389.0880
311.69,389.1200
311.72,389.1520
311.74,389.1840
311.69,389.2160
311.71,389.2480
311.74,389.2800
311.77,389.3120
311.71,389.3440
311.74,389.3760
311.68,389.4080
311.71,389.4400
311.65,389.4720
311.68,389.5040
311.70,389.5360
311.73,389.5680
311.67,389.6000
311.70,389.6320
311.73,389.6640
311.75,389.6960
311.70,389.7280
311.72,389.7600
311.75,389.7920
311.77,389.8240
311.80,389.8560
311.74,389.8880
311.77,389.9200
311.80,389.9520
311.82,389.9840
311.85,390.0160
311.79,390.0480
311.82,390.0800
311.76,390.1120
311.79,390.1440
311.81,390.1760
311.84,390.2080
311.79,390.2400
311.81,390.2720
311.84,390.3040
311.86,390.3360
311.89,390.3680
311.91,390.4000
311.94,390.4320
311.88,390.4640
311.91,390.4960
311.93,390.5280
311.96,390.5600
311.91,390.5920
311.93,390.6240
311.96,390.6560
311.98,390.6880
311.93,390.7200
311.95,390.7520
311.90,390.7840
311.92,390.8160
311.95,390.8480
311.98,390.8800
312.00,390.9120
311.95,390.9440
311.97,390.9760
312.00,391.0080
311.94,391.0400
311.97,391.0720
311.99,391.1040
311.94,391.1360
311.96,391.1680
311.99,391.2000
311.94,391.2320
311.96,391.2640
311.91,391.2960
311.93,391.3280
311.88,391.3600
311.90,391.3920
311.85,391.4240
311.87,391.4560
311.90,391.4880
311.93,391.5200
311.95,391.5520
311.90,391.5840
311.92,391.6160
311.95,391.6480
311.97,391.6800
311.92,391.7120
311.94,391.7440
311.97,391.7760
311.91,391.8080
311.94,391.8400
311.89,391.8720
311.91,391.9040
311.94,391.9360
311.96,391.9680
311.99,392.0000
311.93,392.0320
311.96,392.0640
311.90,392.0960
311.93,392.1280
311.96,392.1600
311.98,392.1920
312.01,392.2240
311.95,392.2560
311.98,392.2880
311.92,392.3200
311.95,392.3520
311.97,392.3840
312.00,392.4160
311.94,392.4480
311.97,392.4800
312.00,392.5120
312.02,392.5440
311.97,392.5760
311.99,392.6080
312.02,392.6400
312.04,392.6720
312.07,392.7040
312.09,392.7360
312.04,392.7680
312.06,392.8000
312.09,392.8320
312.04,392.8640
312.06,392.8960
312.01,392.9280
312.03,392.9600
312.06,392.9920
312.00,393.0240
312.03,393.0560
311.97,393.0880
312.00,393.1200
312.02,393.1520
312.05,393.1840
312.00,393.2160
312.02,393.2480
311.97,393.2800
311.99,393.3120
312.02,393.3440
312.04,393.3760
311.99,393.4080
312.01,393.4400
312.04,393.4720
311.99,393.5040
311.93,393.5360
311.96,393.5680
311.98,393.6000
311.93,393.6320
311.95,393.6640
311.98,393.6960
312.00,393.7280
312.03,393.7600
311.97,393.7920
312.00,393.8240
312.03,393.8560
312.05,393.8880
312.08,393.9200
312.10,393.9520
312.13,393.9840
312.07,394.0160
312.10,394.0480
312.04,394.0800
312.07,394.1120
312.09,394.1440
312.04,394.1760
312.07,394.2080
312.01,394.2400
312.04,394.2720
312.06,394.3040
312.01,394.3360
312.03,394.3680
312.06,394.4000
312.00,394.4320
312.03,394.4640
312.06,394.4960
312.00,394.5280
312.03,394.5600
312.05,394.5920
312.00,394.6240
312.02,394.6560
311.97,394.6880
311.99,394.7200
312.02,394.7520
311.97,394.7840
311.99,394.8160
312.02,394.8480
312.04,394.8800
312.07,394.9120
312.01,394.9440
312.04,394.9760
311.98,395.0080
312.01,395.0400
312.03,395.0720
312.06,395.1040
312.08,395.1360
312.03,395.1680
312.06,395.2000
312.08,395.2320
312.03,395.2640
312.05,395.2960
312.00,395.3280
312.02,395.3600
312.05,395.3920
311.99,395.4240
312.02,395.4560
312.05,395.4880
312.07,395.5200
312.02,395.5520
312.04,395.5840
312.07,395.6160
311.93,395.6480
311.96,395.6800
311.91,395.7120
311.93,395.7440
311.96,395.7760
311.90,395.8080
311.93,395.8400
311.95,395.8720
311.98,395.9040
312.00,395.9360
311.95,395.9680
311.97,396.0000
312.00,396.0320
312.02,396.0640
311.97,396.0960
312.00,396.1280
311.94,396.1600
311.97,396.1920
311.99,396.2240
312.02,396.2560
311.96,396.2880
311.99,396.3200
312.01,396.3520
312.04,396.3840
312.06,396.4160
312.01,396.4480
312.04,396.4800
311.98,396.5120
312.01,396.5440
312.03,396.5760
311.98,396.6080
312.00,396.6400
312.03,396.6720
312.05,396.7040
312.08,396.7360
312.02,396.7680
312.05,396.8000
312.00,396.8320
312.02,396.8640
312.05,396.8960
311.99,396.9280
312.02,396.9600
311.96,396.9920
311.99,397.0240
312.01,397.0560
311.96,397.0880
311.99,397.1200
312.01,397.1520
311.96,397.1840
311.98,397.2160
311.93,397.2480
311.95,397.2800
311.98,397.3120
311.93,397.3440
311.95,397.3760
311.90,397.4080
311.92,397.4400
311.95,397.4720
311.97,397.5040
311.92,397.5360
311.94,397.5680
311.97,397.6000
311.99,397.6320
312.02,397.6640
311.96,397.6960
311.99,397.7280
312.02,397.7600
312.04,397.7920
311.99,397.8240
312.01,397.8560
312.04,397.8880
312.06,397.9200
312.09,397.9520
312.11,397.9840
312.06,398.0160
312.08,398.0480
312.11,398.0800
312.05,398.1120
312.08,398.1440
312.10,398.1760
312.05,398.2080
312.08,398.2400
312.10,398.2720
312.13,398.3040
312.07,398.3360
312.10,398.3680
312.12,398.4000
312.07,398.4320
312.09,398.4640
312.12,398.4960
312.14,398.5280
312.09,398.5600
312.12,398.5920
312.14,398.6240
312.17,398.6560
312.11,398.6880
312.14,398.7200
