Diâmetro (nm),Tempo (s)
311.40,100.4480
311.50,100.4800
311.60,100.5120
311.70,100.5440
311.49,100.5760
311.59,100.6080
311.38,100.6400
311.48,100.6720
311.58,100.7040
311.67,100.7360
311.46,100.7680
311.25,100.8000
311.35,100.8320
311.45,100.8640
311.24,100.8960
311.34,100.9280
311.44,100.9600
311.54,100.9920
311.32,101.0240
311.11,101.0560
311.21,101.0880
311.31,101.1200
311.10,101.1520
311.20,101.1840
310.99,101.2160
311.09,101.2480
310.88,101.2800
310.98,101.3120
310.77,101.3440
310.87,101.3760
310.97,101.4080
310.76,101.4400
310.86,101.4720
310.65,101.5040
310.74,101.5360
310.84,101.5680
310.94,101.6000
310.73,101.6320
310.83,101.6640
310.93,101.6960
311.03,101.7280
310.82,101.7600
310.92,101.7920
311.01,101.8240
310.81,101.8560
310.90,101.8880
311.00,101.9200
310.79,101.9520
310.89,101.9840
310.99,102.0160
311.09,102.0480
310.88,102.0800
310.98,102.1120
310.77,102.1440
310.87,102.1760
310.96,102.2080
310.76,102.2400
310.85,102.2720
310.95,102.3040
311.05,102.3360
310.84,102.3680
310.94,102.4000
311.04,102.4320
311.13,102.4640
310.93,102.4960
311.02,102.5280
311.12,102.5600
310.91,102.5920
311.01,102.6240
311.11,102.6560
311.20,102.6880
311.30,102.7200
311.09,102.7520
311.19,102.7840
311.29,102.8160
311.39,102.8480
311.48,102.8800
311.28,102.9120
311.37,102.9440
311.17,102.9760
311.26,103.0080
311.36,103.0400
311.15,103.0720
311.25,103.1040
311.04,103.1360
311.14,103.1680
310.94,103.2000
311.03,103.2320
310.83,103.2640
310.92,103.2960
311.02,103.3280
311.12,103.3600
311.21,103.3920
311.01,103.4240
311.10,103.4560
311.20,103.4880
311.00,103.5200
311.09,103.5520
310.89,103.5840
310.98,103.6160
311.08,103.6480
310.87,103.6800
310.97,103.7120
311.07,103.7440
310.86,103.7760
310.96,103.8080
311.05,103.8400
311.15,103.8720
311.25,103.9040
311.04,103.9360
311.14,103.9680
311.23,104.0000
311.03,104.0320
311.12,104.0640
311.22,104.0960
311.32,104.1280
311.41,104.1600
311.21,104.1920
311.30,104.2240
311.40,104.2560
311.49,104.2880
311.59,104.3200
311.69,104.3520
311.48,104.3840
311.58,104.4160
311.37,104.4480
311.47,104.4800
311.56,104.5120
311.36,104.5440
311.46,104.5760
311.55,104.6080
311.65,104.6400
311.44,104.6720
311.54,104.7040
311.63,104.7360
311.73,104.7680
311.82,104.8000
311.62,104.8320
311.72,104.8640
311.51,104.8960
311.61,104.9280
311.70,104.9600
311.50,104.9920
311.60,105.0240
311.69,105.0560
311.49,105.0880
311.58,105.1200
311.38,105.1520
311.48,105.1840
311.57,105.2160
311.37,105.2480
311.46,105.2800
311.56,105.3120
311.36,105.3440
311.45,105.3760
311.25,105.4080
311.34,105.4400
311.44,105.4720
311.53,105.5040
311.33,105.5360
311.43,105.5680
311.52,105.6000
311.61,105.6320
311.41,105.6640
311.21,105.6960
311.31,105.7280
311.40,105.7600
311.49,105.7920
311.59,105.8240
311.39,105.8560
311.48,105.8880
311.58,105.9200
311.67,105.9520
311.47,105.9840
311.56,106.0160
311.66,106.0480
311.75,106.0800
311.55,106.1120
311.64,106.1440
311.44,106.1760
311.54,106.2080
311.34,106.2400
311.43,106.2720
311.53,106.3040
311.62,106.3360
311.42,106.3680
311.51,106.4000
311.31,106.4320
311.41,106.4640
311.21,106.4960
311.30,106.5280
311.39,106.5600
311.20,106.5920
311.29,106.6240
311.38,106.6560
311.48,106.6880
311.28,106.7200
311.37,106.7520
311.46,106.7840
311.56,106.8160
311.65,106.8480
311.74,106.8800
311.54,106.9120
311.64,106.9440
311.73,106.9760
311.53,107.0080
311.62,107.0400
311.72,107.0720
311.81,107.1040
311.90,107.1360
312.00,107.1680
312.09,107.2000
311.89,107.2320
311.98,107.2640
312.08,107.2960
312.17,107.3280
311.97,107.3600
312.06,107.3920
312.16,107.4240
312.25,107.4560
312.34,107.4880
312.14,107.5200
312.24,107.5520
312.33,107.5840
312.13,107.6160
312.22,107.6480
312.03,107.6800
312.12,107.7120
311.92,107.7440
312.01,107.7760
312.11,107.8080
311.91,107.8400
312.00,107.8720
312.09,107.9040
311.89,107.9360
311.70,107.9680
311.79,108.0000
311.88,108.0320
311.68,108.0640
311.78,108.0960
311.87,108.1280
311.96,108.1600
312.05,108.1920
311.86,108.2240
311.95,108.2560
312.04,108.2880
311.84,108.3200
311.94,108.3520
312.03,108.3840
312.12,108.4160
312.21,108.4480
312.02,108.4800
312.11,108.5120
312.20,108.5440
312.29,108.5760
312.09,108.6080
312.19,108.6400
312.28,108.6720
312.37,108.7040
312.46,108.7360
312.27,108.7680
312.36,108.8000
312.45,108.8320
312.25,108.8640
312.06,108.8960
312.15,108.9280
312.24,108.9600
312.04,108.9920
312.13,109.0240
311.94,109.0560
312.03,109.0880
312.12,109.1200
312.21,109.1520
312.30,109.1840
312.11,109.2160
312.20,109.2480
312.00,109.2800
312.10,109.3120
312.19,109.3440
312.28,109.3760
312.08,109.4080
311.89,109.4400
311.98,109.4720
312.07,109.5040
312.16,109.5360
312.25,109.5680
312.06,109.6000
312.15,109.6320
312.24,109.6640
312.33,109.6960
312.14,109.7280
312.23,109.7600
312.03,109.7920
312.12,109.8240
311.93,109.8560
312.02,109.8880
312.11,109.9200
311.92,109.9520
312.01,109.9840
312.10,110.0160
312.19,110.0480
312.28,110.0800
312.09,110.1120
312.18,110.1440
312.27,110.1760
312.36,110.2080
312.16,110.2400
312.25,110.2720
312.06,110.3040
312.15,110.3360
312.24,110.3680
312.05,110.4000
312.14,110.4320
311.94,110.4640
312.04,110.4960
312.13,110.5280
312.22,110.5600
312.02,110.5920
312.11,110.6240
312.20,110.6560
312.29,110.6880
312.10,110.7200
312.19,110.7520
312.28,110.7840
312.09,110.8160
312.18,110.8480
312.27,110.8800
312.36,110.9120
312.45,110.9440
312.26,110.9760
312.35,111.0080
312.44,111.0400
312.24,111.0720
312.33,111.1040
312.14,111.1360
312.23,111.1680
312.32,111.2000
312.13,111.2320
312.22,111.2640
312.31,111.2960
312.40,111.3280
312.49,111.3600
312.58,111.3920
312.67,111.4240
312.47,111.4560
312.56,111.4880
312.37,111.5200
312.46,111.5520
312.27,111.5840
312.36,111.6160
312.17,111.6480
312.26,111.6800
312.35,111.7120
312.15,111.7440
312.24,111.7760
312.05,111.8080
312.14,111.8400
311.95,111.8720
312.04,111.9040
312.13,111.9360
312.22,111.9680
312.31,112.0000
312.40,112.0320
312.21,112.0640
312.29,112.0960
312.10,112.1280
312.19,112.1600
312.28,112.1920
312.37,112.2240
312.18,112.2560
312.27,112.2880
312.08,112.3200
312.17,112.3520
312.26,112.3840
312.35,112.4160
312.43,112.4480
312.24,112.4800
312.33,112.5120
312.42,112.5440
312.51,112.5760
312.32,112.6080
312.41,112.6400
312.50,112.6720
312.31,112.7040
312.40,112.7360
312.49,112.7680
312.57,112.8000
312.38,112.8320
312.47,112.8640
312.28,112.8960
312.37,112.9280
312.46,112.9600
312.55,112.9920
312.36,113.0240
312.45,113.0560
312.26,113.0880
312.35,113.1200
312.16,113.1520
312.25,113.1840
312.06,113.2160
312.14,113.2480
311.96,113.2800
312.04,113.3120
312.13,113.3440
312.22,113.3760
312.03,113.4080
312.12,113.4400
311.93,113.4720
311.74,113.5040
311.83,113.5360
311.64,113.5680
311.73,113.6000
311.54,113.6320
311.63,113.6640
311.72,113.6960
311.53,113.7280
311.62,113.7600
311.43,113.7920
311.52,113.8240
311.33,113.8560
311.42,113.8880
311.51,113.9200
311.32,113.9520
311.41,113.9840
311.50,114.0160
311.31,114.0480
311.40,114.0800
311.49,114.1120
311.30,114.1440
311.39,114.1760
311.47,114.2080
311.56,114.2400
311.38,114.2720
311.46,114.3040
311.55,114.3360
311.36,114.3680
311.45,114.4000
311.27,114.4320
311.35,114.4640
311.44,114.4960
311.25,114.5280
311.34,114.5600
311.43,114.5920
311.24,114.6240
311.33,114.6560
311.42,114.6880
311.23,114.7200
311.32,114.7520
311.13,114.7840
311.22,114.8160
311.04,114.8480
311.12,114.8800
311.21,114.9120
311.30,114.9440
311.38,114.9760
311.20,115.0080
311.28,115.0400
311.37,115.0720
311.19,115.1040
311.27,115.1360
311.36,115.1680
311.45,115.2000
311.26,115.2320
311.35,115.2640
311.16,115.2960
311.25,115.3280
311.07,115.3600
311.15,115.3920
310.97,115.4240
311.05,115.4560
311.14,115.4880
311.23,115.5200
311.31,115.5520
311.40,115.5840
311.49,115.6160
311.57,115.6480
311.39,115.6800
311.47,115.7120
311.56,115.7440
311.38,115.7760
311.46,115.8080
311.55,115.8400
311.37,115.8720
311.45,115.9040
311.54,115.9360
311.35,115.9680
311.44,116.0000
311.53,116.0320
311.61,116.0640
311.43,116.0960
311.51,116.1280
311.60,116.1600
311.42,116.1920
311.50,116.2240
311.59,116.2560
311.41,116.2880
311.49,116.3200
311.31,116.3520
311.39,116.3840
311.48,116.4160
311.30,116.4480
311.38,116.4800
311.47,116.5120
311.29,116.5440
311.37,116.5760
311.46,116.6080
311.54,116.6400
311.36,116.6720
311.45,116.7040
311.26,116.7360
311.35,116.7680
311.43,116.8000
311.52,116.8320
311.61,116.8640
311.42,116.8960
311.51,116.9280
311.59,116.9600
311.68,116.9920
311.50,117.0240
311.58,117.0560
311.67,117.0880
311.75,117.1200
311.84,117.1520
311.66,117.1840
311.47,117.2160
311.56,117.2480
311.64,117.2800
311.73,117.3120
311.81,117.3440
311.90,117.3760
311.72,117.4080
311.54,117.4400
311.62,117.4720
311.44,117.5040
311.53,117.5360
311.61,117.5680
311.69,117.6000
311.51,117.6320
311.33,117.6640
311.42,117.6960
311.50,117.7280
311.32,117.7600
311.41,117.7920
311.23,117.8240
311.31,117.8560
311.40,117.8880
311.22,117.9200
311.30,117.9520
311.38,117.9840
311.47,118.0160
311.29,118.0480
311.37,118.0800
311.46,118.1120
311.28,118.1440
311.36,118.1760
311.45,118.2080
311.27,118.2400
311.35,118.2720
311.43,118.3040
311.26,118.3360
311.34,118.3680
311.42,118.4000
311.51,118.4320
311.59,118.4640
311.68,118.4960
311.76,118.5280
311.58,118.5600
311.66,118.5920
311.75,118.6240
311.57,118.6560
311.65,118.6880
311.47,118.7200
311.56,118.7520
311.64,118.7840
311.73,118.8160
311.55,118.8480
311.63,118.8800
311.71,118.9120
311.54,118.9440
311.62,118.9760
311.44,119.0080
311.52,119.0400
311.61,119.0720
311.69,119.1040
311.51,119.1360
311.60,119.1680
311.68,119.2000
311.76,119.2320
311.85,119.2640
311.93,119.2960
311.75,119.3280
311.84,119.3600
311.92,119.3920
311.74,119.4240
311.82,119.4560
311.65,119.4880
311.73,119.5200
311.81,119.5520
311.90,119.5840
311.72,119.6160
311.80,119.6480
311.89,119.6800
311.71,119.7120
311.79,119.7440
311.87,119.7760
311.96,119.8080
312.04,119.8400
311.86,119.8720
311.95,119.9040
312.03,119.9360
312.11,119.9680
311.93,120.0000
312.02,120.0320
311.84,120.0640
311.92,120.0960
312.01,120.1280
312.09,120.1600
312.17,120.1920
311.99,120.2240
312.08,120.2560
311.90,120.2880
311.98,120.3200
311.81,120.3520
311.89,120.3840
311.71,120.4160
311.79,120.4480
311.88,120.4800
311.96,120.5120
312.04,120.5440
311.87,120.5760
311.95,120.6080
312.03,120.6400
312.11,120.6720
311.94,120.7040
312.02,120.7360
312.10,120.7680
311.93,120.8000
312.01,120.8320
312.09,120.8640
312.17,120.8960
312.26,120.9280
312.08,120.9600
312.16,120.9920
312.24,121.0240
312.07,121.0560
312.15,121.0880
311.97,121.1200
312.06,121.1520
312.14,121.1840
311.96,121.2160
312.04,121.2480
312.13,121.2800
311.95,121.3120
312.03,121.3440
312.12,121.3760
311.94,121.4080
312.02,121.4400
311.85,121.4720
311.93,121.5040
312.01,121.5360
311.83,121.5680
311.92,121.6000
311.74,121.6320
311.82,121.6640
311.91,121.6960
311.99,121.7280
312.07,121.7600
311.89,121.7920
311.98,121.8240
311.80,121.8560
311.88,121.8880
311.71,121.9200
311.79,121.9520
311.87,121.9840
311.95,122.0160
311.78,122.0480
311.86,122.0800
311.94,122.1120
311.77,122.1440
311.85,122.1760
311.93,122.2080
311.76,122.2400
311.84,122.2720
311.92,122.3040
312.00,122.3360
312.08,122.3680
311.91,122.4000
311.99,122.4320
312.07,122.4640
312.15,122.4960
312.23,122.5280
312.06,122.5600
312.14,122.5920
311.97,122.6240
312.05,122.6560
312.13,122.6880
311.96,122.7200
312.04,122.7520
311.86,122.7840
311.95,122.8160
312.03,122.8480
311.85,122.8800
311.93,122.9120
312.02,122.9440
311.84,122.9760
311.92,123.0080
312.00,123.0400
311.83,123.0720
311.91,123.1040
311.99,123.1360
312.07,123.1680
312.15,123.2000
312.24,123.2320
312.32,123.2640
312.14,123.2960
312.22,123.3280
312.05,123.3600
311.88,123.3920
311.96,123.4240
311.79,123.4560
311.87,123.4880
311.95,123.5200
312.03,123.5520
312.11,123.5840
311.94,123.6160
312.02,123.6480
311.84,123.6800
311.93,123.7120
312.01,123.7440
312.09,123.7760
311.91,123.8080
311.74,123.8400
311.82,123.8720
311.90,123.9040
311.98,123.9360
311.81,123.9680
311.64,124.0000
311.72,124.0320
311.80,124.0640
311.88,124.0960
311.71,124.1280
311.79,124.1600
311.87,124.1920
311.95,124.2240
311.78,124.2560
311.86,124.2880
311.94,124.3200
311.77,124.3520
311.85,124.3840
311.68,124.4160
311.76,124.4480
311.84,124.4800
311.67,124.5120
311.75,124.5440
311.83,124.5760
311.91,124.6080
311.99,124.6400
312.07,124.6720
312.15,124.7040
312.23,124.7360
312.06,124.7680
312.14,124.8000
312.22,124.8320
312.04,124.8640
312.12,124.8960
312.20,124.9280
312.03,124.9600
312.11,124.9920
312.19,125.0240
312.27,125.0560
312.35,125.0880
312.43,125.1200
312.26,125.1520
312.34,125.1840
312.42,125.2160
312.50,125.2480
312.58,125.2800
312.41,125.3120
312.49,125.3440
312.32,125.3760
312.40,125.4080
312.23,125.4400
312.31,125.4720
312.39,125.5040
312.22,125.5360
312.30,125.5680
312.38,125.6000
312.21,125.6320
312.28,125.6640
312.36,125.6960
312.44,125.7280
312.27,125.7600
312.35,125.7920
312.18,125.8240
312.26,125.8560
312.09,125.8880
312.17,125.9200
312.25,125.9520
312.08,125.9840
312.16,126.0160
312.24,126.0480
312.32,126.0800
312.40,126.1120
312.23,126.1440
312.31,126.1760
312.39,126.2080
312.22,126.2400
312.30,126.2720
312.38,126.3040
312.21,126.3360
312.29,126.3680
312.36,126.4000
312.20,126.4320
312.27,126.4640
312.35,126.4960
312.43,126.5280
312.26,126.5600
312.34,126.5920
312.42,126.6240
312.25,126.6560
312.33,126.6880
312.16,126.7200
312.24,126.7520
312.32,126.7840
312.15,126.8160
312.23,126.8480
312.06,126.8800
312.14,126.9120
312.22,126.9440
312.05,126.9760
312.13,127.0080
312.21,127.0400
312.04,127.0720
312.12,127.1040
311.95,127.1360
312.03,127.1680
312.11,127.2000
311.94,127.2320
312.02,127.2640
311.85,127.2960
311.93,127.3280
311.76,127.3600
311.84,127.3920
311.92,127.4240
311.75,127.4560
311.83,127.4880
311.91,127.5200
311.98,127.5520
311.82,127.5840
311.90,127.6160
311.97,127.6480
311.81,127.6800
311.88,127.7120
311.96,127.7440
312.04,127.7760
311.87,127.8080
311.95,127.8400
311.79,127.8720
311.86,127.9040
311.94,127.9360
311.77,127.9680
311.85,128.0000
311.69,128.0320
311.76,128.0640
311.60,128.0960
311.68,128.1280
311.51,128.1600
311.59,128.1920
311.67,128.2240
311.74,128.2560
311.58,128.2880
311.41,128.3200
311.49,128.3520
311.57,128.3840
311.40,128.4160
311.48,128.4480
311.31,128.4800
311.39,128.5120
311.47,128.5440
311.55,128.5760
311.62,128.6080
311.46,128.6400
311.54,128.6720
311.61,128.7040
311.45,128.7360
311.52,128.7680
311.60,128.8000
311.68,128.8320
311.51,128.8640
311.59,128.8960
311.67,128.9280
311.75,128.9600
311.58,128.9920
311.66,129.0240
311.49,129.0560
311.57,129.0880
311.65,129.1200
311.73,129.1520
311.56,129.1840
311.64,129.2160
311.47,129.2480
311.55,129.2800
311.63,129.3120
311.46,129.3440
311.54,129.3760
311.62,129.4080
311.69,129.4400
311.77,129.4720
311.61,129.5040
311.68,129.5360
311.76,129.5680
311.84,129.6000
311.67,129.6320
311.75,129.6640
311.59,129.6960
311.66,129.7280
311.50,129.7600
311.58,129.7920
311.65,129.8240
311.73,129.8560
311.57,129.8880
311.64,129.9200
311.72,129.9520
311.55,129.9840
311.63,130.0160
311.71,130.0480
311.54,130.0800
311.62,130.1120
311.70,130.1440
311.53,130.1760
311.61,130.2080
311.69,130.2400
311.52,130.2720
311.60,130.3040
311.68,130.3360
311.51,130.3680
311.59,130.4000
311.67,130.4320
311.74,130.4640
311.82,130.4960
311.66,130.5280
311.73,130.5600
311.57,130.5920
311.65,130.6240
311.72,130.6560
311.56,130.6880
311.64,130.7200
311.47,130.7520
311.55,130.7840
311.39,130.8160
311.46,130.8480
311.54,130.8800
311.62,130.9120
311.45,130.9440
311.53,130.9760
311.60,131.0080
311.68,131.0400
311.52,131.0720
311.59,131.1040
311.67,131.1360
311.75,131.1680
311.82,131.2000
311.66,131.2320
311.74,131.2640
311.81,131.2960
311.65,131.3280
311.73,131.3600
311.56,131.3920
311.64,131.4240
311.72,131.4560
311.55,131.4880
311.63,131.5200
311.71,131.5520
311.78,131.5840
311.62,131.6160
311.70,131.6480
311.53,131.6800
311.61,131.7120
311.68,131.7440
311.52,131.7760
311.36,131.8080
311.44,131.8400
311.28,131.8720
311.35,131.9040
311.43,131.9360
311.50,131.9680
311.58,132.0000
311.65,132.0320
311.49,132.0640
311.57,132.0960
311.41,132.1280
311.48,132.1600
311.56,132.1920
311.40,132.2240
311.24,132.2560
311.31,132.2880
311.39,132.3200
311.46,132.3520
311.54,132.3840
311.61,132.4160
311.45,132.4480
311.53,132.4800
311.60,132.5120
311.44,132.5440
311.52,132.5760
311.36,132.6080
311.43,132.6400
311.51,132.6720
311.35,132.7040
311.42,132.7360
311.50,132.7680
311.34,132.8000
311.18,132.8320
311.25,132.8640
311.33,132.8960
311.40,132.9280
311.24,132.9600
311.32,132.9920
311.39,133.0240
311.23,133.0560
311.31,133.0880
311.15,133.1200
311.22,133.1520
311.30,133.1840
311.37,133.2160
311.21,133.2480
311.29,133.2800
311.13,133.3120
311.20,133.3440
311.04,133.3760
311.12,133.4080
311.19,133.4400
311.27,133.4720
311.34,133.5040
311.42,133.5360
311.26,133.5680
311.33,133.6000
311.17,133.6320
311.25,133.6640
311.32,133.6960
311.17,133.7280
311.24,133.7600
311.31,133.7920
311.16,133.8240
311.23,133.8560
311.30,133.8880
311.15,133.9200
311.22,133.9520
311.06,133.9840
311.14,134.0160
311.21,134.0480
311.28,134.0800
311.13,134.1120
311.20,134.1440
311.04,134.1760
311.12,134.2080
311.19,134.2400
311.03,134.2720
311.11,134.3040
311.18,134.3360
311.26,134.3680
311.10,134.4000
311.17,134.4320
311.25,134.4640
311.32,134.4960
311.39,134.5280
311.47,134.5600
311.31,134.5920
311.38,134.6240
311.23,134.6560
311.30,134.6880
311.37,134.7200
311.22,134.7520
311.29,134.7840
311.13,134.8160
311.21,134.8480
311.28,134.8800
311.12,134.9120
310.97,134.9440
311.04,134.9760
310.88,135.0080
310.96,135.0400
311.03,135.0720
310.87,135.1040
310.95,135.1360
310.79,135.1680
310.86,135.2000
310.94,135.2320
310.78,135.2640
310.86,135.2960
310.70,135.3280
310.77,135.3600
310.85,135.3920
310.69,135.4240
310.76,135.4560
310.84,135.4880
310.91,135.5200
310.98,135.5520
311.06,135.5840
311.13,135.6160
310.97,135.6480
311.05,135.6800
311.12,135.7120
310.96,135.7440
311.04,135.7760
311.11,135.8080
310.95,135.8400
311.03,135.8720
311.10,135.9040
310.95,135.9360
311.02,135.9680
311.09,136.0000
311.17,136.0320
311.01,136.0640
311.08,136.0960
310.93,136.1280
311.00,136.1600
311.07,136.1920
311.15,136.2240
310.99,136.2560
311.06,136.2880
311.14,136.3200
311.21,136.3520
311.28,136.3840
311.13,136.4160
311.20,136.4480
311.27,136.4800
311.35,136.5120
311.42,136.5440
311.49,136.5760
311.34,136.6080
311.41,136.6400
311.48,136.6720
311.33,136.7040
311.40,136.7360
311.24,136.7680
311.32,136.8000
311.39,136.8320
311.23,136.8640
311.31,136.8960
311.38,136.9280
311.23,136.9600
311.30,136.9920
311.37,137.0240
311.44,137.0560
311.52,137.0880
311.36,137.1200
311.43,137.1520
311.51,137.1840
311.58,137.2160
311.65,137.2480
311.50,137.2800
311.57,137.3120
311.64,137.3440
311.71,137.3760
311.56,137.4080
311.63,137.4400
311.70,137.4720
311.78,137.5040
311.62,137.5360
311.69,137.5680
311.77,137.6000
311.84,137.6320
311.69,137.6640
311.76,137.6960
311.60,137.7280
311.68,137.7600
311.75,137.7920
311.82,137.8240
311.89,137.8560
311.74,137.8880
311.81,137.9200
311.66,137.9520
311.73,137.9840
311.57,138.0160
311.65,138.0480
311.49,138.0800
311.56,138.1120
311.41,138.1440
311.48,138.1760
311.55,138.2080
311.40,138.2400
311.25,138.2720
311.32,138.3040
311.17,138.3360
311.24,138.3680
311.31,138.4000
311.38,138.4320
311.23,138.4640
311.30,138.4960
311.37,138.5280
311.44,138.5600
311.52,138.5920
311.59,138.6240
311.43,138.6560
311.51,138.6880
311.58,138.7200
311.65,138.7520
311.50,138.7840
311.57,138.8160
311.42,138.8480
311.49,138.8800
311.33,138.9120
311.41,138.9440
311.48,138.9760
311.32,139.0080
311.40,139.0400
311.24,139.0720
311.31,139.1040
311.39,139.1360
311.46,139.1680
311.31,139.2000
311.38,139.2320
311.45,139.2640
311.52,139.2960
311.37,139.3280
311.44,139.3600
311.51,139.3920
311.58,139.4240
311.43,139.4560
311.50,139.4880
311.35,139.5200
311.42,139.5520
311.49,139.5840
311.34,139.6160
311.41,139.6480
311.48,139.6800
311.55,139.7120
311.40,139.7440
311.47,139.7760
311.54,139.8080
311.61,139.8400
311.46,139.8720
311.53,139.9040
311.38,139.9360
311.45,139.9680
311.52,140.0000
311.37,140.0320
311.44,140.0640
311.29,140.0960
311.36,140.1280
311.43,140.1600
311.51,140.1920
311.58,140.2240
311.42,140.2560
311.50,140.2880
311.57,140.3200
311.42,140.3520
311.49,140.3840
311.56,140.4160
311.41,140.4480
311.48,140.4800
311.55,140.5120
311.62,140.5440
311.47,140.5760
311.54,140.6080
311.39,140.6400
311.46,140.6720
311.53,140.7040
311.38,140.7360
311.45,140.7680
311.52,140.8000
311.59,140.8320
311.44,140.8640
311.51,140.8960
311.36,140.9280
311.43,140.9600
311.50,140.9920
311.35,141.0240
311.42,141.0560
311.49,141.0880
311.56,141.1200
311.41,141.1520
311.48,141.1840
311.33,141.2160
311.40,141.2480
311.47,141.2800
311.54,141.3120
311.61,141.3440
311.46,141.3760
311.53,141.4080
311.38,141.4400
311.45,141.4720
311.30,141.5040
311.37,141.5360
311.22,141.5680
311.29,141.6000
311.36,141.6320
311.43,141.6640
311.51,141.6960
311.58,141.7280
311.65,141.7600
311.50,141.7920
311.57,141.8240
311.64,141.8560
311.49,141.8880
311.56,141.9200
311.63,141.9520
311.48,141.9840
311.55,142.0160
311.40,142.0480
311.47,142.0800
311.54,142.1120
311.61,142.1440
311.68,142.1760
311.53,142.2080
311.60,142.2400
311.67,142.2720
311.74,142.3040
311.59,142.3360
311.66,142.3680
311.73,142.4000
311.80,142.4320
311.65,142.4640
311.72,142.4960
311.57,142.5280
311.64,142.5600
311.71,142.5920
311.56,142.6240
311.63,142.6560
311.70,142.6880
311.77,142.7200
311.84,142.7520
311.91,142.7840
311.76,142.8160
311.83,142.8480
311.90,142.8800
311.75,142.9120
311.82,142.9440
311.67,142.9760
311.74,143.0080
311.59,143.0400
311.66,143.0720
311.73,143.1040
311.80,143.1360
311.65,143.1680
311.72,143.2000
311.79,143.2320
311.86,143.2640
311.93,143.2960
311.78,143.3280
311.85,143.3600
311.70,143.3920
311.77,143.4240
311.63,143.4560
311.69,143.4880
311.76,143.5200
311.62,143.5520
311.69,143.5840
311.75,143.6160
311.82,143.6480
311.68,143.6800
311.53,143.7120
311.60,143.7440
311.67,143.7760
311.52,143.8080
311.59,143.8400
311.66,143.8720
311.73,143.9040
311.80,143.9360
311.86,143.9680
311.72,144.0000
311.57,144.0320
311.64,144.0640
311.71,144.0960
311.78,144.1280
311.63,144.1600
311.70,144.1920
311.77,144.2240
311.62,144.2560
311.69,144.2880
311.54,144.3200
311.61,144.3520
311.68,144.3840
311.75,144.4160
311.60,144.4480
311.67,144.4800
311.74,144.5120
311.81,144.5440
311.88,144.5760
311.95,144.6080
311.80,144.6400
311.65,144.6720
311.72,144.7040
311.79,144.7360
311.64,144.7680
311.71,144.8000
311.56,144.8320
311.63,144.8640
311.70,144.8960
311.77,144.9280
311.84,144.9600
311.69,144.9920
311.76,145.0240
311.83,145.0560
311.68,145.0880
311.75,145.1200
311.60,145.1520
311.67,145.1840
311.74,145.2160
311.81,145.2480
311.88,145.2800
311.73,145.3120
311.80,145.3440
311.87,145.3760
311.72,145.4080
311.79,145.4400
311.65,145.4720
311.71,145.5040
311.78,145.5360
311.64,145.5680
311.70,145.6000
311.56,145.6320
311.63,145.6640
311.70,145.6960
311.55,145.7280
311.62,145.7600
311.69,145.7920
311.54,145.8240
311.61,145.8560
311.68,145.8880
311.75,145.9200
311.81,145.9520
311.67,145.9840
311.52,146.0160
311.59,146.0480
311.66,146.0800
311.73,146.1120
311.80,146.1440
311.65,146.1760
311.72,146.2080
311.79,146.2400
311.85,146.2720
311.71,146.3040
311.78,146.3360
311.84,146.3680
311.70,146.4000
311.77,146.4320
311.84,146.4640
311.90,146.4960
311.97,146.5280
311.83,146.5600
311.89,146.5920
311.75,146.6240
311.82,146.6560
311.88,146.6880
311.74,146.7200
311.81,146.7520
311.66,146.7840
311.73,146.8160
311.80,146.8480
311.65,146.8800
311.72,146.9120
311.58,146.9440
311.64,146.9760
311.71,147.0080
311.57,147.0400
311.63,147.0720
311.70,147.1040
311.56,147.1360
311.63,147.1680
311.48,147.2000
311.55,147.2320
311.62,147.2640
311.68,147.2960
311.54,147.3280
311.61,147.3600
311.67,147.3920
311.74,147.4240
311.60,147.4560
311.67,147.4880
311.73,147.5200
311.59,147.5520
311.66,147.5840
311.72,147.6160
311.79,147.6480
311.86,147.6800
311.93,147.7120
311.99,147.7440
312.06,147.7760
311.92,147.8080
311.77,147.8400
311.84,147.8720
311.91,147.9040
311.98,147.9360
312.04,147.9680
312.11,148.0000
311.97,148.0320
312.03,148.0640
311.89,148.0960
311.96,148.1280
312.02,148.1600
311.88,148.1920
311.95,148.2240
312.02,148.2560
312.08,148.2880
312.15,148.3200
312.22,148.3520
312.28,148.3840
312.14,148.4160
312.21,148.4480
312.27,148.4800
312.34,148.5120
312.20,148.5440
312.27,148.5760
312.33,148.6080
312.40,148.6400
312.26,148.6720
312.32,148.7040
312.39,148.7360
312.46,148.7680
312.52,148.8000
312.59,148.8320
312.66,148.8640
312.52,148.8960
312.58,148.9280
312.44,148.9600
312.51,148.9920
312.57,149.0240
312.64,149.0560
312.50,149.0880
312.56,149.1200
312.42,149.1520
312.49,149.1840
312.55,149.2160
312.62,149.2480
312.69,149.2800
312.75,149.3120
312.82,149.3440
312.68,149.3760
312.74,149.4080
312.81,149.4400
312.67,149.4720
312.52,149.5040
312.59,149.5360
312.66,149.5680
312.72,149.6000
312.58,149.6320
312.65,149.6640
312.72,149.6960
312.57,149.7280
312.64,149.7600
312.71,149.7920
312.77,149.8240
312.84,149.8560
312.70,149.8880
312.76,149.9200
312.62,149.9520
312.69,149.9840
312.54,150.0160
312.61,150.0480
312.68,150.0800
312.74,150.1120
